validation_rep	validation_fold	rf_model_name	rf_num_features	rf_auroc_mean	rf_auroc_stdv	rf_auprc_mean	rf_auprc_stdv	lr_model_name	lr_num_features	lr_auroc_mean	lr_auroc_stdv	lr_auprc_mean	lr_auprc_stdv
147	1	M0_rf	3	0.546	0.0266	0.805	0.019	M2_lr	1	0.598	0.00885	0.809	0.00624
147	2	M3_rf	2	0.654	0.0187	0.845	0.0122	M0_lr	5	0.618	0.0181	0.822	0.012
147	3	M2_rf	4	0.7	0.0186	0.774	0.0241	M5_lr	1	0.753	0.0105	0.816	0.0131
147	4	M1_rf	3	0.664	0.0279	0.845	0.0172	M1_lr	3	0.655	0.0154	0.797	0.0111
148	0	M3_rf	1	0.581	0.0264	0.783	0.0132	M3_lr	1	0.577	0.00727	0.793	0.00797
148	1	M1_rf	1	0.587	0.0316	0.794	0.0128	M1_lr	1	0.585	0.00471	0.844	0.00364
148	2	M0_rf	2	0.544	0.0286	0.793	0.0172	M1_lr	1	0.608	0.00649	0.809	0.00717
148	3	M9_rf	2	0.674	0.0309	0.815	0.0218	M10_lr	1	0.703	0.00656	0.809	0.00725
148	4	M0_rf	3	0.699	0.0315	0.888	0.0169	M2_lr	1	0.593	0.00862	0.849	0.00592
149	0	M1_rf	2	0.635	0.0266	0.852	0.0135	M0_lr	3	0.626	0.00967	0.845	0.007
149	1	M1_rf	2	0.713	0.0289	0.808	0.0197	M2_lr	1	0.754	0.00534	0.86	0.0042
149	2	M2_rf	2	0.635	0.0218	0.827	0.0157	M3_lr	1	0.61	0.00544	0.82	0.00475
149	3	M2_rf	2	0.685	0.0248	0.831	0.0134	M2_lr	2	0.638	0.0117	0.829	0.00871
149	4	M1_rf	3	0.671	0.0295	0.863	0.0159	M3_lr	1	0.609	0.00488	0.855	0.0028
150	0	M0_rf	2	0.506	0.0317	0.775	0.0216	M1_lr	1	0.574	0.00945	0.797	0.00673
150	1	M1_rf	1	0.559	0.0363	0.787	0.0197	M1_lr	1	0.605	0.00568	0.81	0.00434
150	2	M9_rf	2	0.732	0.0201	0.833	0.0137	M9_lr	2	0.702	0.0184	0.805	0.0148
150	3	M0_rf	2	0.654	0.0227	0.864	0.0116	M1_lr	1	0.595	0.00655	0.838	0.00645
150	4	M0_rf	4	0.75	0.0175	0.822	0.011	M3_lr	1	0.773	0.00809	0.861	0.00882
151	0	M0_rf	1	0.498	0.0219	0.752	0.0112	M0_lr	1	0.553	0.0105	0.774	0.0073
151	1	M1_rf	4	0.64	0.0236	0.853	0.0143	M0_lr	5	0.639	0.018	0.829	0.0141
151	2	M4_rf	3	0.592	0.0284	0.804	0.017	M6_lr	1	0.615	0.00408	0.803	0.0069
151	3	M2_rf	4	0.677	0.0152	0.857	0.0118	M5_lr	1	0.668	0.00451	0.845	0.00614
151	4	M2_rf	1	0.571	0.028	0.76	0.0149	M2_lr	1	0.67	0.0087	0.816	0.00626
152	0	M0_rf	1	0.627	0.024	0.8	0.0133	M0_lr	1	0.621	0.00862	0.832	0.0086
152	1	M2_rf	3	0.689	0.0127	0.868	0.00801	M2_lr	3	0.667	0.0123	0.841	0.00911
152	2	M0_rf	1	0.458	0.0356	0.708	0.0177	M0_lr	1	0.584	0.0193	0.786	0.0136
152	3	M2_rf	3	0.669	0.0212	0.851	0.0171	M2_lr	3	0.663	0.0194	0.802	0.00941
152	4	M6_rf	4	0.689	0.0164	0.871	0.00809	M2_lr	8	0.676	0.0155	0.872	0.0136
153	0	M4_rf	2	0.593	0.0302	0.792	0.0147	M5_lr	1	0.606	0.00677	0.798	0.0072
153	1	M0_rf	2	0.591	0.0207	0.819	0.0164	M1_lr	1	0.606	0.00681	0.844	0.00534
153	2	M0_rf	4	0.598	0.0424	0.661	0.031	M3_lr	1	0.734	0.012	0.744	0.0131
153	3	M1_rf	1	0.547	0.0325	0.759	0.0145	M1_lr	1	0.577	0.0149	0.758	0.00749
153	4	M3_rf	2	0.615	0.0207	0.834	0.0115	M4_lr	1	0.591	0.00694	0.842	0.00546
154	0	M1_rf	3	0.652	0.0256	0.85	0.0161	M3_lr	1	0.624	0.0044	0.814	0.00671
154	1	M0_rf	2	0.56	0.0362	0.795	0.0207	M1_lr	1	0.597	0.00858	0.841	0.00651
154	2	M1_rf	1	0.598	0.025	0.774	0.0155	M1_lr	1	0.557	0.00565	0.784	0.00766
154	3	M0_rf	2	0.477	0.018	0.779	0.0134	M1_lr	1	0.565	0.00992	0.829	0.00889
154	4	M2_rf	2	0.696	0.0317	0.811	0.0205	M3_lr	1	0.702	0.00583	0.812	0.00617
155	0	M0_rf	3	0.586	0.0275	0.827	0.0176	M2_lr	1	0.618	0.00583	0.817	0.00497
155	1	M1_rf	3	0.665	0.0219	0.827	0.0149	M3_lr	1	0.695	0.0109	0.809	0.00788
155	2	M3_rf	2	0.635	0.0227	0.848	0.0141	M3_lr	2	0.623	0.0106	0.827	0.00827
155	3	M0_rf	3	0.691	0.0287	0.865	0.0152	M2_lr	1	0.635	0.00348	0.854	0.00294
155	4	M0_rf	2	0.573	0.0224	0.821	0.0138	M1_lr	1	0.612	0.00622	0.844	0.00422
156	0	M0_rf	1	0.604	0.0298	0.765	0.0172	M0_lr	1	0.663	0.0104	0.8	0.00812
156	1	M2_rf	5	0.575	0.0192	0.815	0.0108	M6_lr	1	0.58	0.00849	0.829	0.00593
156	2	M3_rf	2	0.66	0.0238	0.862	0.0114	M1_lr	4	0.639	0.0117	0.843	0.00893
156	3	M1_rf	1	0.533	0.032	0.764	0.0131	M1_lr	1	0.567	0.00858	0.78	0.0085
156	4	M1_rf	2	0.648	0.0209	0.832	0.0202	M2_lr	1	0.626	0.00844	0.776	0.00556
157	0	M1_rf	2	0.672	0.0249	0.87	0.0141	M2_lr	1	0.615	0.00515	0.849	0.00454
157	1	M1_rf	2	0.661	0.0222	0.854	0.0141	M1_lr	2	0.652	0.00825	0.848	0.0073
157	2	M2_rf	2	0.605	0.0242	0.831	0.0156	M3_lr	1	0.61	0.00721	0.794	0.00518
157	3	M0_rf	2	0.582	0.0253	0.815	0.0171	M1_lr	1	0.59	0.00459	0.837	0.005
157	4	M5_rf	2	0.584	0.0265	0.831	0.0138	M6_lr	1	0.589	0.00768	0.844	0.00562
158	0	M2_rf	4	0.671	0.0311	0.844	0.0209	M5_lr	1	0.668	0.0057	0.852	0.00799
158	1	M5_rf	2	0.653	0.0312	0.839	0.0176	M4_lr	3	0.635	0.0118	0.801	0.0101
158	2	M0_rf	2	0.52	0.0262	0.752	0.0134	M1_lr	1	0.577	0.00756	0.778	0.00581
158	3	M0_rf	2	0.608	0.0251	0.815	0.0169	M1_lr	1	0.602	0.00756	0.836	0.00612
158	4	M2_rf	2	0.65	0.0162	0.858	0.0106	M3_lr	1	0.589	0.00607	0.834	0.00554
159	0	M0_rf	2	0.576	0.0458	0.739	0.0268	M1_lr	1	0.678	0.011	0.792	0.0115
159	1	M0_rf	1	0.598	0.0184	0.763	0.00817	M0_lr	1	0.71	0.00675	0.844	0.00732
159	2	M0_rf	2	0.639	0.0242	0.854	0.0156	M1_lr	1	0.603	0.00522	0.85	0.00441
159	3	M0_rf	1	0.543	0.0244	0.771	0.0122	M0_lr	1	0.576	0.00535	0.798	0.0072
159	4	M8_rf	2	0.706	0.0279	0.825	0.0219	M8_lr	2	0.726	0.0185	0.832	0.0156
160	0	M1_rf	1	0.631	0.0245	0.807	0.0127	M1_lr	1	0.584	0.0101	0.836	0.00893
160	1	M2_rf	6	0.698	0.0228	0.832	0.0154	M6_lr	2	0.72	0.0254	0.841	0.0152
160	2	M0_rf	2	0.645	0.0253	0.86	0.013	M1_lr	1	0.609	0.00445	0.847	0.00344
160	3	M1_rf	5	0.61	0.0225	0.784	0.016	M5_lr	1	0.662	0.00801	0.826	0.00905
160	4	M1_rf	2	0.645	0.0195	0.81	0.00933	M2_lr	1	0.599	0.00688	0.812	0.00699
161	0	M0_rf	2	0.535	0.0282	0.774	0.0147	M1_lr	1	0.596	0.0089	0.778	0.00504
161	1	M2_rf	2	0.561	0.0271	0.775	0.0118	M3_lr	1	0.558	0.01	0.786	0.0116
161	2	M3_rf	3	0.682	0.0155	0.868	0.0118	M1_lr	5	0.715	0.0131	0.861	0.00752
161	3	M0_rf	3	0.614	0.0195	0.825	0.0151	M2_lr	1	0.616	0.00616	0.806	0.00531
161	4	M7_rf	4	0.662	0.0211	0.834	0.0189	M6_lr	5	0.668	0.0216	0.83	0.0118
162	0	M4_rf	3	0.749	0.0208	0.895	0.00863	M2_lr	5	0.741	0.00957	0.876	0.00811
162	1	M5_rf	3	0.693	0.0179	0.825	0.00953	M6_lr	2	0.73	0.0199	0.839	0.0119
162	2	M0_rf	2	0.646	0.0179	0.855	0.012	M1_lr	1	0.611	0.00466	0.848	0.0039
162	3	M2_rf	3	0.584	0.0307	0.796	0.0181	M3_lr	2	0.582	0.00881	0.801	0.00594
162	4	M0_rf	2	0.531	0.0248	0.809	0.0156	M1_lr	1	0.612	0.00535	0.844	0.00622
163	0	M1_rf	4	0.592	0.0254	0.785	0.0172	M4_lr	1	0.627	0.00917	0.799	0.00839
163	1	M2_rf	2	0.623	0.018	0.832	0.012	M3_lr	1	0.607	0.00887	0.802	0.00596
163	2	M4_rf	2	0.573	0.0265	0.802	0.0232	M5_lr	1	0.58	0.00741	0.808	0.00567
163	3	M0_rf	3	0.632	0.0325	0.838	0.0194	M2_lr	1	0.599	0.00772	0.833	0.00633
163	4	M2_rf	2	0.62	0.0194	0.852	0.0113	M3_lr	1	0.599	0.00544	0.845	0.00399
164	0	M4_rf	3	0.749	0.022	0.878	0.00895	M4_lr	3	0.718	0.0119	0.845	0.0117
164	1	M2_rf	3	0.654	0.0192	0.84	0.0139	M0_lr	5	0.653	0.0236	0.809	0.02
164	2	M0_rf	3	0.631	0.0286	0.812	0.0255	M2_lr	1	0.63	0.0078	0.781	0.00612
164	3	M0_rf	2	0.606	0.0277	0.836	0.0157	M1_lr	1	0.622	0.00406	0.853	0.00307
164	4	M2_rf	3	0.622	0.0265	0.834	0.0179	M4_lr	1	0.616	0.00408	0.802	0.00609
165	0	M7_rf	3	0.671	0.0226	0.823	0.0109	M8_lr	2	0.678	0.0174	0.803	0.0151
165	1	M0_rf	2	0.602	0.0349	0.846	0.0203	M1_lr	1	0.574	0.00626	0.839	0.00392
165	2	M0_rf	2	0.628	0.0238	0.841	0.0177	M1_lr	1	0.585	0.00626	0.816	0.00719
165	3	M3_rf	3	0.727	0.0249	0.876	0.0175	M3_lr	3	0.718	0.0113	0.873	0.00855
165	4	M1_rf	2	0.577	0.0242	0.804	0.0157	M2_lr	1	0.588	0.00704	0.832	0.00685
166	0	M5_rf	1	0.631	0.0303	0.797	0.0154	M5_lr	1	0.58	0.00523	0.832	0.00415
166	1	M0_rf	2	0.63	0.0261	0.849	0.0172	M1_lr	1	0.62	0.00416	0.856	0.00399
166	2	M1_rf	3	0.574	0.0251	0.811	0.0165	M3_lr	1	0.611	0.00833	0.811	0.00543
166	3	M0_rf	1	0.576	0.0357	0.781	0.0174	M0_lr	1	0.587	0.0105	0.794	0.00696
166	4	M2_rf	4	0.664	0.0217	0.824	0.0189	M1_lr	5	0.605	0.0249	0.781	0.0204
167	0	M1_rf	2	0.686	0.0207	0.831	0.0138	M2_lr	1	0.616	0.00554	0.847	0.00429
167	1	M1_rf	2	0.632	0.0219	0.839	0.012	M0_lr	3	0.629	0.0179	0.83	0.0148
167	2	M1_rf	1	0.494	0.0318	0.754	0.0145	M1_lr	1	0.566	0.00768	0.785	0.00867
167	3	M0_rf	2	0.606	0.0241	0.846	0.0133	M1_lr	1	0.594	0.00528	0.841	0.00401
167	4	M2_rf	8	0.649	0.0408	0.683	0.0317	M9_lr	1	0.709	0.0154	0.709	0.0201
168	0	M2_rf	4	0.697	0.0188	0.878	0.0134	M1_lr	5	0.71	0.0132	0.857	0.0134
168	1	M0_rf	1	0.49	0.029	0.753	0.014	M0_lr	1	0.584	0.00847	0.799	0.00882
168	2	M1_rf	1	0.652	0.0376	0.759	0.0272	M1_lr	1	0.646	0.0125	0.807	0.0085
168	3	M0_rf	2	0.595	0.0245	0.841	0.0127	M1_lr	1	0.588	0.00729	0.835	0.00564
168	4	M2_rf	2	0.636	0.0256	0.825	0.0222	M3_lr	1	0.595	0.00562	0.815	0.00516
169	0	M1_rf	2	0.669	0.0238	0.884	0.0118	M0_lr	3	0.656	0.0237	0.896	0.0106
169	1	M2_rf	3	0.612	0.0257	0.859	0.0123	M2_lr	3	0.66	0.00525	0.874	0.00276
169	2	M4_rf	3	0.758	0.0209	0.888	0.0167	M2_lr	5	0.702	0.0172	0.833	0.014
169	3	M2_rf	2	0.695	0.0297	0.815	0.019	M3_lr	1	0.714	0.00649	0.832	0.00585
169	4	M0_rf	2	0.556	0.024	0.822	0.0156	M1_lr	1	0.575	0.00505	0.837	0.00439
170	0	M2_rf	3	0.61	0.0201	0.794	0.0154	M3_lr	2	0.714	0.0152	0.825	0.0104
170	1	M4_rf	2	0.666	0.0198	0.805	0.0118	M5_lr	1	0.698	0.00777	0.818	0.00671
170	2	M0_rf	2	0.592	0.0169	0.845	0.00938	M1_lr	1	0.595	0.00625	0.836	0.00557
170	3	M2_rf	2	0.646	0.0191	0.848	0.0136	M3_lr	1	0.631	0.00834	0.821	0.0094
170	4	M0_rf	3	0.585	0.0252	0.763	0.0128	M2_lr	1	0.632	0.00649	0.765	0.00756
171	0	M0_rf	1	0.499	0.0487	0.753	0.0198	M0_lr	1	0.585	0.00925	0.807	0.00821
171	1	M2_rf	6	0.631	0.0188	0.836	0.0156	M5_lr	3	0.635	0.0145	0.829	0.0123
171	2	M0_rf	2	0.615	0.0277	0.816	0.0194	M1_lr	1	0.59	0.00995	0.825	0.0093
171	3	M2_rf	3	0.654	0.0202	0.846	0.0125	M2_lr	3	0.596	0.0122	0.796	0.00854
171	4	M0_rf	3	0.709	0.0213	0.887	0.0144	M2_lr	1	0.625	0.00438	0.85	0.00344
172	0	M0_rf	2	0.63	0.0328	0.743	0.0276	M1_lr	1	0.723	0.00853	0.821	0.0102
172	1	M0_rf	2	0.549	0.0197	0.791	0.0114	M1_lr	1	0.607	0.00438	0.803	0.00665
172	2	M0_rf	2	0.616	0.0181	0.846	0.00906	M1_lr	1	0.581	0.00556	0.837	0.00532
172	3	M2_rf	2	0.612	0.0224	0.796	0.0103	M2_lr	2	0.609	0.0104	0.8	0.00879
172	4	M2_rf	2	0.614	0.0229	0.794	0.0128	M2_lr	2	0.731	0.0126	0.838	0.0106
173	0	M1_rf	3	0.754	0.0265	0.866	0.0188	M3_lr	1	0.775	0.0114	0.871	0.0199
173	1	M0_rf	1	0.426	0.043	0.695	0.0201	M0_lr	1	0.601	0.0115	0.788	0.00943
173	2	M3_rf	2	0.639	0.0187	0.849	0.00973	M4_lr	1	0.619	0.00598	0.851	0.00427
173	3	M2_rf	2	0.693	0.0239	0.867	0.016	M1_lr	3	0.712	0.0115	0.865	0.0101
173	4	M0_rf	2	0.603	0.0301	0.835	0.0182	M1_lr	1	0.575	0.0072	0.832	0.00654
174	0	M0_rf	2	0.597	0.0349	0.789	0.0251	M1_lr	1	0.636	0.0146	0.79	0.0126
174	1	M0_rf	3	0.518	0.0403	0.676	0.0221	M1_lr	2	0.698	0.0149	0.825	0.0134
174	2	M0_rf	2	0.678	0.0257	0.863	0.0116	M1_lr	1	0.584	0.00704	0.83	0.00479
174	3	M4_rf	3	0.663	0.0253	0.858	0.0186	M5_lr	2	0.673	0.0078	0.868	0.00815
174	4	M0_rf	2	0.63	0.0209	0.836	0.0095	M1_lr	1	0.612	0.00585	0.851	0.00481
175	0	M0_rf	2	0.575	0.0249	0.821	0.0136	M1_lr	1	0.592	0.00706	0.845	0.00491
175	1	M1_rf	2	0.605	0.0184	0.833	0.0133	M2_lr	1	0.644	0.00639	0.828	0.00526
175	2	M0_rf	4	0.572	0.0229	0.766	0.0167	M3_lr	1	0.626	0.0116	0.793	0.0109
175	3	M4_rf	2	0.674	0.019	0.863	0.0131	M1_lr	5	0.683	0.0158	0.86	0.0122
175	4	M3_rf	1	0.71	0.0315	0.775	0.0209	M3_lr	1	0.668	0.0167	0.824	0.0108
176	0	M2_rf	1	0.538	0.0282	0.768	0.0155	M2_lr	1	0.618	0.0038	0.851	0.00492
176	1	M2_rf	3	0.612	0.0267	0.811	0.0146	M3_lr	2	0.6	0.01	0.805	0.00833
176	2	M6_rf	2	0.691	0.0271	0.823	0.0166	M7_lr	1	0.663	0.00892	0.799	0.0082
176	3	M3_rf	2	0.663	0.0223	0.859	0.0161	M4_lr	1	0.612	0.00509	0.844	0.00415
176	4	M0_rf	1	0.498	0.028	0.756	0.0114	M0_lr	1	0.571	0.00598	0.784	0.00763
177	0	M11_rf	3	0.707	0.0202	0.823	0.0116	M13_lr	1	0.712	0.00709	0.814	0.0102
177	1	M0_rf	2	0.635	0.0285	0.853	0.0161	M1_lr	1	0.579	0.00509	0.839	0.00366
177	2	M1_rf	1	0.533	0.0287	0.76	0.0166	M1_lr	1	0.614	0.00559	0.801	0.00522
177	3	M3_rf	2	0.635	0.027	0.836	0.0168	M0_lr	5	0.645	0.013	0.82	0.0131
177	4	M2_rf	2	0.595	0.022	0.805	0.012	M2_lr	2	0.596	0.0179	0.786	0.0153
178	0	M0_rf	2	0.546	0.0257	0.8	0.0123	M1_lr	1	0.612	0.00731	0.851	0.00757
178	1	M0_rf	1	0.49	0.0291	0.752	0.0125	M0_lr	1	0.582	0.00766	0.795	0.00678
178	2	M3_rf	3	0.677	0.0253	0.854	0.0132	M3_lr	3	0.64	0.0118	0.842	0.00819
178	3	M2_rf	3	0.686	0.0215	0.845	0.016	M1_lr	4	0.667	0.0121	0.801	0.0153
178	4	M2_rf	1	0.637	0.0294	0.794	0.0178	M2_lr	1	0.611	0.00866	0.768	0.00501
179	0	M0_rf	2	0.583	0.0218	0.826	0.0113	M1_lr	1	0.58	0.00753	0.835	0.00873
179	1	M3_rf	2	0.644	0.0252	0.818	0.0179	M1_lr	4	0.626	0.0229	0.794	0.0219
179	2	M1_rf	2	0.724	0.0267	0.834	0.0137	M2_lr	1	0.713	0.00825	0.845	0.00988
179	3	M3_rf	2	0.675	0.0243	0.81	0.0124	M4_lr	1	0.708	0.00749	0.838	0.0058
179	4	M1_rf	1	0.596	0.015	0.785	0.00951	M1_lr	1	0.572	0.0055	0.83	0.00364
180	0	M3_rf	3	0.621	0.0215	0.853	0.0128	M5_lr	1	0.612	0.0107	0.822	0.00897
180	1	M0_rf	3	0.781	0.0295	0.837	0.0221	M2_lr	1	0.799	0.00668	0.894	0.00493
180	2	M0_rf	2	0.635	0.027	0.845	0.0157	M1_lr	1	0.639	0.00627	0.825	0.00575
180	3	M2_rf	3	0.668	0.0197	0.858	0.011	M0_lr	5	0.635	0.0114	0.832	0.00962
180	4	M1_rf	1	0.608	0.0189	0.801	0.0122	M1_lr	1	0.598	0.00607	0.802	0.0053
181	0	M0_rf	2	0.533	0.0229	0.789	0.0126	M1_lr	1	0.582	0.0138	0.794	0.00789
181	1	M1_rf	2	0.695	0.0331	0.845	0.0237	M0_lr	3	0.702	0.0272	0.839	0.0234
181	2	M10_rf	3	0.669	0.0165	0.851	0.00783	M8_lr	5	0.646	0.0174	0.831	0.0142
181	3	M0_rf	2	0.679	0.0203	0.876	0.00908	M1_lr	1	0.586	0.00509	0.839	0.0036
181	4	M1_rf	3	0.725	0.0298	0.834	0.0202	M1_lr	3	0.712	0.0169	0.789	0.0152
182	0	M1_rf	12	0.726	0.0141	0.829	0.00898	M6_lr	7	0.726	0.026	0.84	0.0225
182	1	M1_rf	3	0.666	0.0258	0.864	0.017	M3_lr	1	0.629	0.00324	0.863	0.00256
182	2	M2_rf	2	0.644	0.0287	0.86	0.0155	M1_lr	3	0.633	0.0143	0.838	0.01
182	3	M0_rf	2	0.562	0.0273	0.818	0.016	M1_lr	1	0.571	0.00596	0.828	0.00429
182	4	M0_rf	2	0.568	0.0192	0.821	0.0121	M1_lr	1	0.606	0.00747	0.814	0.00559
183	0	M1_rf	2	0.638	0.0238	0.847	0.0133	M1_lr	2	0.6	0.00493	0.825	0.00395
183	1	M0_rf	2	0.522	0.0346	0.769	0.0212	M1_lr	1	0.597	0.00683	0.8	0.00564
183	2	M0_rf	2	0.661	0.0176	0.866	0.0128	M1_lr	1	0.635	0.00453	0.822	0.00516
183	3	M2_rf	2	0.634	0.0208	0.841	0.0107	M3_lr	1	0.65	0.00597	0.825	0.00585
183	4	M3_rf	3	0.617	0.0255	0.828	0.0128	M0_lr	6	0.621	0.0174	0.831	0.0113
184	0	M2_rf	1	0.54	0.0308	0.747	0.0171	M2_lr	1	0.644	0.0123	0.799	0.00848
184	1	M6_rf	2	0.645	0.0235	0.85	0.0164	M3_lr	5	0.651	0.0215	0.845	0.0139
184	2	M2_rf	3	0.69	0.0219	0.8	0.0148	M1_lr	4	0.726	0.0165	0.805	0.0165
184	3	M0_rf	3	0.57	0.0198	0.782	0.0158	M2_lr	1	0.611	0.00967	0.785	0.00859
184	4	M0_rf	2	0.55	0.0185	0.819	0.00665	M1_lr	1	0.566	0.00831	0.824	0.00735
185	0	M1_rf	3	0.694	0.0292	0.846	0.0234	M3_lr	1	0.693	0.0078	0.826	0.0117
185	1	M5_rf	3	0.649	0.0225	0.849	0.0128	M2_lr	6	0.685	0.0234	0.849	0.0154
185	2	M1_rf	1	0.633	0.0276	0.798	0.0136	M1_lr	1	0.587	0.0103	0.833	0.00617
185	3	M0_rf	2	0.59	0.0249	0.821	0.0134	M1_lr	1	0.589	0.00424	0.831	0.00523
185	4	M1_rf	1	0.605	0.0233	0.794	0.0105	M1_lr	1	0.584	0.00899	0.833	0.00715
186	0	M0_rf	3	0.704	0.0272	0.89	0.0164	M0_lr	3	0.661	0.0129	0.852	0.00941
186	1	M0_rf	1	0.541	0.0301	0.751	0.0183	M0_lr	1	0.625	0.0072	0.767	0.0077
186	2	M2_rf	4	0.746	0.026	0.819	0.0191	M3_lr	3	0.818	0.0135	0.876	0.01
186	3	M3_rf	3	0.645	0.0268	0.843	0.0186	M1_lr	5	0.643	0.0143	0.804	0.012
186	4	M0_rf	2	0.608	0.0215	0.84	0.0127	M1_lr	1	0.581	0.0103	0.837	0.00789
187	0	M1_rf	1	0.577	0.0149	0.781	0.00823	M1_lr	1	0.576	0.00453	0.789	0.00756
187	1	M4_rf	2	0.689	0.0234	0.818	0.0107	M4_lr	2	0.653	0.0228	0.819	0.0172
187	2	M0_rf	2	0.642	0.0239	0.859	0.0147	M1_lr	1	0.634	0.00518	0.862	0.00298
187	3	M1_rf	3	0.657	0.0256	0.851	0.0204	M3_lr	1	0.597	0.0068	0.824	0.00598
187	4	M2_rf	2	0.565	0.033	0.785	0.0242	M3_lr	1	0.572	0.00958	0.79	0.0119
188	0	M0_rf	2	0.604	0.0245	0.846	0.0148	M1_lr	1	0.574	0.00538	0.835	0.00465
188	1	M0_rf	3	0.749	0.0207	0.838	0.0139	M2_lr	1	0.701	0.00774	0.846	0.00752
188	2	M1_rf	4	0.603	0.023	0.817	0.0156	M4_lr	1	0.586	0.00513	0.835	0.00429
188	3	M0_rf	2	0.636	0.0203	0.852	0.014	M1_lr	1	0.586	0.00577	0.835	0.00479
188	4	M2_rf	3	0.683	0.0193	0.844	0.0138	M3_lr	2	0.65	0.0105	0.834	0.0075
189	0	M3_rf	2	0.634	0.0317	0.85	0.014	M0_lr	5	0.651	0.0174	0.845	0.0111
189	1	M2_rf	1	0.534	0.0291	0.769	0.0151	M2_lr	1	0.63	0.00645	0.817	0.0071
189	2	M1_rf	2	0.566	0.0263	0.817	0.0156	M2_lr	1	0.587	0.00641	0.79	0.00596
189	3	M0_rf	2	0.543	0.0198	0.807	0.0126	M1_lr	1	0.614	0.00693	0.846	0.00553
189	4	M4_rf	2	0.624	0.0354	0.821	0.0262	M5_lr	1	0.63	0.00708	0.798	0.00967
190	0	M5_rf	2	0.588	0.0188	0.799	0.0121	M6_lr	1	0.604	0.00795	0.797	0.00792
190	1	M0_rf	2	0.698	0.0304	0.793	0.0269	M1_lr	1	0.73	0.00895	0.838	0.0113
190	2	M4_rf	2	0.796	0.0193	0.867	0.0183	M4_lr	2	0.699	0.016	0.81	0.0109
190	3	M1_rf	4	0.654	0.02	0.793	0.0131	M3_lr	2	0.684	0.0132	0.801	0.0133
190	4	M0_rf	2	0.566	0.0257	0.833	0.0123	M1_lr	1	0.594	0.00613	0.848	0.00485
191	0	M1_rf	1	0.608	0.0356	0.797	0.0181	M1_lr	1	0.574	0.00932	0.831	0.00691
191	1	M5_rf	3	0.692	0.0269	0.825	0.0215	M7_lr	1	0.63	0.00931	0.769	0.00655
191	2	M1_rf	1	0.578	0.0209	0.779	0.00989	M1_lr	1	0.587	0.0086	0.836	0.00647
191	3	M0_rf	3	0.669	0.0221	0.839	0.0198	M2_lr	1	0.6	0.00692	0.841	0.00496
191	4	M0_rf	2	0.701	0.0387	0.828	0.0409	M1_lr	1	0.732	0.00758	0.848	0.0126
192	0	M2_rf	2	0.751	0.0321	0.9	0.0155	M1_lr	3	0.685	0.00797	0.851	0.00693
192	1	M0_rf	2	0.618	0.0349	0.82	0.0197	M1_lr	1	0.677	0.00892	0.841	0.0092
192	2	M7_rf	2	0.613	0.018	0.84	0.0161	M8_lr	1	0.623	0.00508	0.853	0.00444
192	3	M1_rf	3	0.75	0.0307	0.874	0.0213	M2_lr	2	0.712	0.00902	0.856	0.0107
192	4	M0_rf	2	0.631	0.0261	0.85	0.0138	M1_lr	1	0.595	0.00575	0.837	0.00525
193	0	M4_rf	4	0.648	0.0291	0.809	0.0219	M4_lr	4	0.669	0.0163	0.813	0.0128
193	1	M1_rf	1	0.608	0.0231	0.793	0.00976	M1_lr	1	0.581	0.00543	0.841	0.00373
193	2	M1_rf	2	0.643	0.0191	0.848	0.0111	M2_lr	1	0.604	0.00784	0.838	0.00572
193	3	M2_rf	3	0.613	0.0285	0.822	0.0217	M4_lr	1	0.602	0.00431	0.844	0.00435
193	4	M0_rf	2	0.56	0.0216	0.808	0.0135	M1_lr	1	0.6	0.00662	0.785	0.00596
194	0	M0_rf	1	0.57	0.0298	0.784	0.0169	M0_lr	1	0.611	0.008	0.815	0.00773
194	1	M0_rf	2	0.617	0.0187	0.851	0.0132	M1_lr	1	0.602	0.00633	0.847	0.00547
194	2	M1_rf	2	0.74	0.0195	0.832	0.0117	M1_lr	2	0.72	0.0185	0.833	0.0165
194	3	M4_rf	3	0.699	0.0332	0.786	0.0288	M5_lr	2	0.703	0.0163	0.821	0.0131
194	4	M1_rf	2	0.599	0.0226	0.819	0.0139	M2_lr	1	0.602	0.00792	0.834	0.00616
195	0	M0_rf	2	0.559	0.0216	0.812	0.0125	M1_lr	1	0.572	0.00897	0.835	0.0074
195	1	M1_rf	2	0.633	0.0248	0.847	0.0142	M2_lr	1	0.58	0.00506	0.841	0.0039
195	2	M1_rf	2	0.617	0.0224	0.828	0.0125	M2_lr	1	0.595	0.00488	0.837	0.00474
195	3	M9_rf	3	0.746	0.017	0.834	0.0112	M11_lr	1	0.719	0.0111	0.823	0.00666
195	4	M1_rf	1	0.591	0.0177	0.769	0.0107	M1_lr	1	0.594	0.0078	0.812	0.00753
196	0	M1_rf	2	0.599	0.0301	0.841	0.0185	M2_lr	1	0.578	0.0066	0.837	0.00477
196	1	M0_rf	2	0.655	0.0257	0.855	0.0165	M1_lr	1	0.555	0.00961	0.798	0.00864
196	2	M0_rf	3	0.631	0.024	0.816	0.0181	M2_lr	1	0.664	0.0077	0.815	0.00818
196	3	M1_rf	3	0.591	0.0271	0.801	0.015	M3_lr	1	0.595	0.00572	0.778	0.00655
