dataset	abbreviation	feature	test_statistic	pvalue	pvalue_corrected	is_significant	correlation_sign	preferred_rowstat	similar_features
NURSA Protein Complexes	nursa	BL3555 (SUPT5H)	-0.01072	1	1	0	-1		BL3555 (SUPT5H)
NURSA Protein Complexes	nursa	BL3007 (RMI1)	-0.08961	0.057869	1	0	-1		BL3007 (RMI1)
NURSA Protein Complexes	nursa	BL2185 (TSC2)	-0.040132	0.24531	1	0	-1		BL2185 (TSC2)
NURSA Protein Complexes	nursa	BL2229 (FIGNL1)	-0.01072	1	1	0	-1		BL2229 (FIGNL1)
NURSA Protein Complexes	nursa	BL2356 (MLF1)	-0.0013744	1	1	0	-1		BL2356 (MLF1)
NURSA Protein Complexes	nursa	CBC612 (RNF20)	-0.049478	0.14528	1	0	-1		CBC612 (RNF20)
NURSA Protein Complexes	nursa	BL2738 (ZNF335)	-0.02144	0.63146	1	0	-1		BL2738 (ZNF335)
NURSA Protein Complexes	nursa	BL268 (MCM8)	-0.069544	0.091469	1	0	-1		BL268 (MCM8)
NURSA Protein Complexes	nursa	BL1017 (INTS5)	-0.030786	0.59256	1	0	-1		BL1017 (INTS5)
NURSA Protein Complexes	nursa	BL2178 (RICTOR)	-0.02144	0.63035	1	0	-1		BL2178 (RICTOR)
NURSA Protein Complexes	nursa	BL7902 (POLK)	-0.0013744	1	1	0	-1		BL7902 (POLK)
NURSA Protein Complexes	nursa	BL2379 (RFWD3)	-0.01072	1	1	0	-1		BL2379 (RFWD3)
NURSA Protein Complexes	nursa	BL2257 (PRKRIR)	-0.01072	1	1	0	-1		BL2257 (PRKRIR)
NURSA Protein Complexes	nursa	BL2759 (MED17)	-0.040132	0.2465	1	0	-1		BL2759 (MED17)
NURSA Protein Complexes	nursa	BL4670 (PPP2R5D)	-0.040132	0.2465	1	0	-1		BL4670 (PPP2R5D)
NURSA Protein Complexes	nursa	BL2842 (MED12)	-0.040132	0.2465	1	0	-1		BL2842 (MED12)
NURSA Protein Complexes	nursa	BL2841 (MED12)	-0.040132	0.2465	1	0	-1		BL2841 (MED12)
NURSA Protein Complexes	nursa	CBC361 (MALT1)	-0.069544	0.091369	1	0	-1		CBC361 (MALT1)
NURSA Protein Complexes	nursa	BL2397 (DDB2)	-0.040132	0.24525	1	0	-1		BL2397 (DDB2)
NURSA Protein Complexes	nursa	BL1118 (SMC5)	-0.069544	0.091469	1	0	-1		BL1118 (SMC5)
NURSA Protein Complexes	nursa	BL475 (AHCTF1)	-0.060198	0.1516	1	0	-1		BL475 (AHCTF1)
NURSA Protein Complexes	nursa	BL6398 (BCAR3)	-0.040132	0.24525	1	0	-1		BL6398 (BCAR3)
NURSA Protein Complexes	nursa	BL326 (RFX5)	-0.01072	1	1	0	-1		BL326 (RFX5)
NURSA Protein Complexes	nursa	BL1856 (RBM14)	0.028037	0.57929	1	0	1		BL1856 (RBM14)
NURSA Protein Complexes	nursa	BL2729 (SIN3A)	-0.030786	0.59237	1	0	-1		BL2729 (SIN3A)
NURSA Protein Complexes	nursa	BL5519 (PCNT)	-0.040132	0.24529	1	0	-1		BL5519 (PCNT)
NURSA Protein Complexes	nursa	BL3600 (TP53BP2)	-0.0013744	1	1	0	-1		BL3600 (TP53BP2)
NURSA Protein Complexes	nursa	BL2125 (HDAC3)	-0.040132	0.2465	1	0	-1		BL2125 (HDAC3)
NURSA Protein Complexes	nursa	BL7507 (SOS1)	-0.01072	1	1	0	-1		BL7507 (SOS1)
NURSA Protein Complexes	nursa	BL1688 (MAD1L1)	-0.060198	0.15041	1	0	-1		BL1688 (MAD1L1)
NURSA Protein Complexes	nursa	BL6598 (FBXW7)	-0.078889	0.04274	1	0	-1		BL6598 (FBXW7)
NURSA Protein Complexes	nursa	BL6983 (ZBTB40)	-0.01072	1	1	0	-1		BL6983 (ZBTB40)
NURSA Protein Complexes	nursa	BL6311 (ELL)	-0.030786	0.59263	1	0	-1		BL6311 (ELL)
NURSA Protein Complexes	nursa	BL1733 (SPEN)	-0.030786	0.59432	1	0	-1		BL1733 (SPEN)
NURSA Protein Complexes	nursa	BL1109 (CENPF)	-0.040132	0.24525	1	0	-1		BL1109 (CENPF)
NURSA Protein Complexes	nursa	BL4457 (AATF)	-0.069544	0.090319	1	0	-1		BL4457 (AATF)
NURSA Protein Complexes	nursa	BL5433 (ERCC6)	-0.030786	0.59353	1	0	-1		BL5433 (ERCC6)
NURSA Protein Complexes	nursa	BL6680 (SETD7)	-0.0013744	1	1	0	-1		BL6680 (SETD7)
NURSA Protein Complexes	nursa	BL1820 (IRF3)	-0.040132	0.24525	1	0	-1		BL1820 (IRF3)
NURSA Protein Complexes	nursa	BL2393 (CDT1)	-0.030786	0.59352	1	0	-1		BL2393 (CDT1)
NURSA Protein Complexes	nursa	BL323 (MSH2)	-0.01072	1	1	0	-1		BL323 (MSH2)
NURSA Protein Complexes	nursa	BL5424 (ERCC3)	-0.030786	0.59237	1	0	-1		BL5424 (ERCC3)
NURSA Protein Complexes	nursa	BL2128 (HDAC3)	-0.040132	0.2465	1	0	-1		BL2128 (HDAC3)
NURSA Protein Complexes	nursa	BL8517 (CKAP2L)	-0.098955	0.03009	1	0	-1		BL8517 (CKAP2L)
NURSA Protein Complexes	nursa	BL8515 (CKAP2)	-0.069544	0.089919	1	0	-1		BL8515 (CKAP2)
NURSA Protein Complexes	nursa	BL2219 (HPS3)	-0.01072	1	1	0	-1		BL2219 (HPS3)
NURSA Protein Complexes	nursa	BL5657 (ANKZF1)	-0.01072	1	1	0	-1		BL5657 (ANKZF1)
NURSA Protein Complexes	nursa	BL3923 (PPP4C)	0.028037	0.5766	1	0	1		BL3923 (PPP4C)
NURSA Protein Complexes	nursa	BL2275 (MKRN1)	-0.01072	1	1	0	-1		BL2275 (MKRN1)
NURSA Protein Complexes	nursa	BL697 (CC2D1A)	-0.032161	0.68487	1	0	-1		BL697 (CC2D1A)
NURSA Protein Complexes	nursa	BL640 (TCERG1)	-0.01072	1	1	0	-1		BL640 (TCERG1)
NURSA Protein Complexes	nursa	SC-954 (CDC2)	-0.01072	1	1	0	-1		SC-954 (CDC2)
NURSA Protein Complexes	nursa	BL961 (DNMT1)	-0.030786	0.59186	1	0	-1		BL961 (DNMT1)
NURSA Protein Complexes	nursa	BL2267 (TDP1)	-0.01072	1	1	0	-1		BL2267 (TDP1)
NURSA Protein Complexes	nursa	BL2265 (DOCK9)	-0.01072	1	1	0	-1		BL2265 (DOCK9)
NURSA Protein Complexes	nursa	SC-7216 ()	-0.01072	1	1	0	-1		SC-7216 ()
NURSA Protein Complexes	nursa	BL73 (CLSPN)	-0.0013744	1	1	0	-1		BL73 (CLSPN)
NURSA Protein Complexes	nursa	CBC193 (ERCC6L)	-0.060198	0.15278	1	0	-1		CBC193 (ERCC6L)
NURSA Protein Complexes	nursa	CBC751 (USP9X)	-0.069544	0.091099	1	0	-1		CBC751 (USP9X)
NURSA Protein Complexes	nursa	CBC174 (AGAP3)	-0.069544	0.091469	1	0	-1		CBC174 (AGAP3)
NURSA Protein Complexes	nursa	BL1823 (TAOK3)	-0.060198	0.15041	1	0	-1		BL1823 (TAOK3)
NURSA Protein Complexes	nursa	BL8232 (TOP3A)	-0.030786	0.59063	1	0	-1		BL8232 (TOP3A)
NURSA Protein Complexes	nursa	BL5032 (CHD7)	-0.040132	0.24525	1	0	-1		BL5032 (CHD7)
NURSA Protein Complexes	nursa	BL1039 (RCOR1)	-0.069544	0.091469	1	0	-1		BL1039 (RCOR1)
NURSA Protein Complexes	nursa	BL1683 (BUB1)	-0.0013744	1	1	0	-1		BL1683 (BUB1)
NURSA Protein Complexes	nursa	BL2462 (DDX5)	-0.040132	0.2465	1	0	-1		BL2462 (DDX5)
NURSA Protein Complexes	nursa	BL2127 (HDAC3)	-0.069544	0.091469	1	0	-1		BL2127 (HDAC3)
NURSA Protein Complexes	nursa	BL1999 (DDB1)	-0.060198	0.15041	1	0	-1		BL1999 (DDB1)
NURSA Protein Complexes	nursa	BL119 (ATR)	-0.069544	0.090299	1	0	-1		BL119 (ATR)
NURSA Protein Complexes	nursa	BL2452 (TGFB1I1)	-0.060198	0.15119	1	0	-1		BL2452 (TGFB1I1)
NURSA Protein Complexes	nursa	BL2433 (UBA3)	-0.040132	0.2465	1	0	-1		BL2433 (UBA3)
NURSA Protein Complexes	nursa	BL320 (BRCA2)	-0.098955	0.03037	1	0	-1		BL320 (BRCA2)
NURSA Protein Complexes	nursa	BL1354 (FUS)	-0.060198	0.15122	1	0	-1		BL1354 (FUS)
NURSA Protein Complexes	nursa	BL1690 (MAD1L1)	-0.069544	0.091199	1	0	-1		BL1690 (MAD1L1)
NURSA Protein Complexes	nursa	BL440 (CREBBP)	-0.040132	0.24653	1	0	-1		BL440 (CREBBP)
NURSA Protein Complexes	nursa	BL2593 (RPL7A)	-0.01072	1	1	0	-1		BL2593 (RPL7A)
NURSA Protein Complexes	nursa	BL4548 (HMG20B)	-0.01072	1	1	0	-1		BL4548 (HMG20B)
NURSA Protein Complexes	nursa	SC-9087 (NR2C1)	0.028037	0.58175	1	0	1		SC-9087 (NR2C1)
NURSA Protein Complexes	nursa	BL2385 (ERCC4)	-0.069544	0.091469	1	0	-1		BL2385 (ERCC4)
NURSA Protein Complexes	nursa	BL2131 (RBM15)	-0.040132	0.2465	1	0	-1		BL2131 (RBM15)
NURSA Protein Complexes	nursa	BL5778 (TNKS1BP1)	-0.01072	1	1	0	-1		BL5778 (TNKS1BP1)
NURSA Protein Complexes	nursa	BL5906 (NFRKB)	-0.050852	0.35855	1	0	-1		BL5906 (NFRKB)
NURSA Protein Complexes	nursa	BL2294 (EDC4)	-0.01072	1	1	0	-1		BL2294 (EDC4)
NURSA Protein Complexes	nursa	BL2226 (MAPK14)	-0.069544	0.092349	1	0	-1		BL2226 (MAPK14)
NURSA Protein Complexes	nursa	BL4031 (BCAS2)	-0.0013744	1	1	0	-1		BL4031 (BCAS2)
NURSA Protein Complexes	nursa	BL1022 (FAM184B)	-0.040132	0.2465	1	0	-1		BL1022 (FAM184B)
NURSA Protein Complexes	nursa	BL1798 (BCL11B)	-0.040132	0.2465	1	0	-1		BL1798 (BCL11B)
NURSA Protein Complexes	nursa	SC-67022 (SPDEF)	-0.040132	0.2465	1	0	-1		SC-67022 (SPDEF)
NURSA Protein Complexes	nursa	RET (RET)	-0.01072	1	1	0	-1		RET (RET)
NURSA Protein Complexes	nursa	BL3752 (CBX8)	-0.030786	0.59317	1	0	-1		BL3752 (CBX8)
NURSA Protein Complexes	nursa	BL2263 (DOCK9)	-0.040132	0.2465	1	0	-1		BL2263 (DOCK9)
NURSA Protein Complexes	nursa	BL1657 (SMG1)	-0.10968	0.03707	1	0	-1		BL1657 (SMG1)
NURSA Protein Complexes	nursa	BL3118 (PPP4R2)	-0.030786	0.59429	1	0	-1		BL3118 (PPP4R2)
NURSA Protein Complexes	nursa	a-ATM (Ab-3) (ATM)	-0.049478	0.14528	1	0	-1		a-ATM (Ab-3) (ATM)
NURSA Protein Complexes	nursa	SC-28195 (KLF9)	-0.030786	0.59328	1	0	-1		SC-28195 (KLF9)
NURSA Protein Complexes	nursa	SC-6062 (RORA)	-0.069544	0.089919	1	0	-1		SC-6062 (RORA)
NURSA Protein Complexes	nursa	BL1035 (KDM1)	-0.069544	0.091469	1	0	-1		BL1035 (KDM1)
NURSA Protein Complexes	nursa	BL2588 (NCOR2)	-0.069544	0.091469	1	0	-1		BL2588 (NCOR2)
NURSA Protein Complexes	nursa	BL5529 (CCDC99)	-0.15778	0.00253	1	0	-1		BL5529 (CCDC99)
NURSA Protein Complexes	nursa	AB81 (BRCA1)	-0.08961	0.058679	1	0	-1		AB81 (BRCA1)
NURSA Protein Complexes	nursa	CBC2152 (RFWD3)	-0.098955	0.03009	1	0	-1		CBC2152 (RFWD3)
NURSA Protein Complexes	nursa	BL993 (MORC2)	-0.060198	0.1519	1	0	-1		BL993 (MORC2)
NURSA Protein Complexes	nursa	BL239 (RAD17)	-0.10968	0.03672	1	0	-1		BL239 (RAD17)
NURSA Protein Complexes	nursa	BL5747 (FKBP4)	-0.0013744	1	1	0	-1		BL5747 (FKBP4)
NURSA Protein Complexes	nursa	BL2291 (BTBD12)	-0.060198	0.15074	1	0	-1		BL2291 (BTBD12)
NURSA Protein Complexes	nursa	BL2442 (RNF4)	-0.040132	0.2465	1	0	-1		BL2442 (RNF4)
NURSA Protein Complexes	nursa	BL117 (ATR)	-0.060198	0.15185	1	0	-1		BL117 (ATR)
NURSA Protein Complexes	nursa	BL5495 (RAD18)	-0.098955	0.03009	1	0	-1		BL5495 (RAD18)
NURSA Protein Complexes	nursa	CBC632 (AKAP13)	-0.0013744	1	1	0	-1		CBC632 (AKAP13)
NURSA Protein Complexes	nursa	BL8332 (C1orf55)	-0.030786	0.59582	1	0	-1		BL8332 (C1orf55)
NURSA Protein Complexes	nursa	CBC332 (ARAF)	-0.0013744	1	1	0	-1		CBC332 (ARAF)
NURSA Protein Complexes	nursa	CBC412 (AHCTF1)	-0.030786	0.59202	1	0	-1		CBC412 (AHCTF1)
NURSA Protein Complexes	nursa	CBC173 (AGAP3)	-0.040132	0.2465	1	0	-1		CBC173 (AGAP3)
NURSA Protein Complexes	nursa	BL456 (TCERG1)	-0.060198	0.15218	1	0	-1		BL456 (TCERG1)
NURSA Protein Complexes	nursa	BL405 (RFC3)	-0.098955	0.03003	1	0	-1		BL405 (RFC3)
NURSA Protein Complexes	nursa	BL5754 (ZFPM1)	-0.049478	0.14617	1	0	-1		BL5754 (ZFPM1)
NURSA Protein Complexes	nursa	BL2569 (C17orf71)	-0.01072	1	1	0	-1		BL2569 (C17orf71)
NURSA Protein Complexes	nursa	BL476 (AHCTF1)	-0.040132	0.24525	1	0	-1		BL476 (AHCTF1)
NURSA Protein Complexes	nursa	BL2270 (TCF12)	-0.040132	0.24525	1	0	-1		BL2270 (TCF12)
NURSA Protein Complexes	nursa	BL4961 (ABI1)	0.037383	0.57248	1	0	1		BL4961 (ABI1)
NURSA Protein Complexes	nursa	BL1009 (FKBP15)	-0.01072	1	1	0	-1		BL1009 (FKBP15)
NURSA Protein Complexes	nursa	BL1042 (AGAP1)	-0.040132	0.24525	1	0	-1		BL1042 (AGAP1)
NURSA Protein Complexes	nursa	BL976 (PLK1)	-0.040132	0.24497	1	0	-1		BL976 (PLK1)
NURSA Protein Complexes	nursa	BL2266 (TDP1)	-0.049478	0.14477	1	0	-1		BL2266 (TDP1)
NURSA Protein Complexes	nursa	CBC182 (BICD2)	-0.069544	0.091369	1	0	-1		CBC182 (BICD2)
NURSA Protein Complexes	nursa	BL2449 (SMARCE1)	-0.040132	0.2465	1	0	-1		BL2449 (SMARCE1)
NURSA Protein Complexes	nursa	CBC642 (CC2D1B)	-0.098955	0.0293	1	0	-1		CBC642 (CC2D1B)
NURSA Protein Complexes	nursa	BL2730 (SIN3A)	-0.040132	0.2465	1	0	-1		BL2730 (SIN3A)
NURSA Protein Complexes	nursa	BL2752 (LCOR)	-0.069544	0.091369	1	0	-1		BL2752 (LCOR)
NURSA Protein Complexes	nursa	BL1551 (HIPK2)	-0.01072	1	1	0	-1		BL1551 (HIPK2)
NURSA Protein Complexes	nursa	BL3509 (KDM4A)	-0.040132	0.24525	1	0	-1		BL3509 (KDM4A)
NURSA Protein Complexes	nursa	BL1573 (CDC2L6)	-0.040132	0.2465	1	0	-1		BL1573 (CDC2L6)
NURSA Protein Complexes	nursa	BL2310 (MLLT3)	-0.02144	0.62878	1	0	-1		BL2310 (MLLT3)
NURSA Protein Complexes	nursa	BL2463 (TGS1)	-0.0013744	1	1	0	-1		BL2463 (TGS1)
NURSA Protein Complexes	nursa	BL2755 (LCOR)	-0.040132	0.2465	1	0	-1		BL2755 (LCOR)
NURSA Protein Complexes	nursa	BL5346 (PTPN12)	-0.01072	1	1	0	-1		BL5346 (PTPN12)
NURSA Protein Complexes	nursa	BL4914 (TRIM16)	-0.02144	0.63075	1	0	-1		BL4914 (TRIM16)
NURSA Protein Complexes	nursa	BL6755 (PHF8)	-0.069544	0.091469	1	0	-1		BL6755 (PHF8)
NURSA Protein Complexes	nursa	BL2292 (BTBD12)	-0.050852	0.35638	1	0	-1		BL2292 (BTBD12)
NURSA Protein Complexes	nursa	BL322 (MLH1)	-0.069544	0.091469	1	0	-1		BL322 (MLH1)
NURSA Protein Complexes	nursa	BL2398 (DDB2)	-0.041506	0.39927	1	0	-1		BL2398 (DDB2)
NURSA Protein Complexes	nursa	BL2798 (CCNA1)	-0.069544	0.090319	1	0	-1		BL2798 (CCNA1)
NURSA Protein Complexes	nursa	BL1304 (SETX)	-0.069544	0.091869	1	0	-1		BL1304 (SETX)
NURSA Protein Complexes	nursa	BL2512 (TLK2)	-0.040132	0.2465	1	0	-1		BL2512 (TLK2)
NURSA Protein Complexes	nursa	BL4546 (HMG20B)	-0.060198	0.15105	1	0	-1		BL4546 (HMG20B)
NURSA Protein Complexes	nursa	BL4874 (FBXO11)	-0.060198	0.1519	1	0	-1		BL4874 (FBXO11)
NURSA Protein Complexes	nursa	BL1110 (CENPF)	-0.040132	0.2465	1	0	-1		BL1110 (CENPF)
NURSA Protein Complexes	nursa	BL2290 (BTBD12)	-0.069544	0.091469	1	0	-1		BL2290 (BTBD12)
NURSA Protein Complexes	nursa	BL1461 (MAD2L1)	-0.060198	0.1528	1	0	-1		BL1461 (MAD2L1)
NURSA Protein Complexes	nursa	BL4938 (TRIM56)	-0.030786	0.59186	1	0	-1		BL4938 (TRIM56)
NURSA Protein Complexes	nursa	BL1914 (RBBP8)	-0.01072	1	1	0	-1		BL1914 (RBBP8)
NURSA Protein Complexes	nursa	BL131 (MSH6)	-0.069544	0.091469	1	0	-1		BL131 (MSH6)
NURSA Protein Complexes	nursa	BL2285 (ZC3H13)	-0.069544	0.091469	1	0	-1		BL2285 (ZC3H13)
NURSA Protein Complexes	nursa	CBC421 (C14orf43)	-0.069544	0.091469	1	0	-1		CBC421 (C14orf43)
NURSA Protein Complexes	nursa	BL285 (RFC5)	-0.040132	0.2465	1	0	-1		BL285 (RFC5)
NURSA Protein Complexes	nursa	BL1034 (ADNP)	-0.060198	0.15195	1	0	-1		BL1034 (ADNP)
NURSA Protein Complexes	nursa	BL2667 (HDAC2)	-0.098955	0.03037	1	0	-1		BL2667 (HDAC2)
NURSA Protein Complexes	nursa	BL4891 (CDC20)	-0.01072	1	1	0	-1		BL4891 (CDC20)
NURSA Protein Complexes	nursa	BL1036 (KDM1)	-0.069544	0.091469	1	0	-1		BL1036 (KDM1)
NURSA Protein Complexes	nursa	BL3106 (APC)	-0.069544	0.091469	1	0	-1		BL3106 (APC)
NURSA Protein Complexes	nursa	BL4209 (TCEB3)	-0.069544	0.091369	1	0	-1		BL4209 (TCEB3)
NURSA Protein Complexes	nursa	BL533 (CCAR1)	-0.050852	0.35793	1	0	-1		BL533 (CCAR1)
NURSA Protein Complexes	nursa	BL2533 (OBFC1)	-0.01072	1	1	0	-1		BL2533 (OBFC1)
NURSA Protein Complexes	nursa	BL4287 (PPP2R5A)	-0.069544	0.091469	1	0	-1		BL4287 (PPP2R5A)
NURSA Protein Complexes	nursa	BL1684 (BUB3)	-0.040132	0.24525	1	0	-1		BL1684 (BUB3)
NURSA Protein Complexes	nursa	BL5655 (ANKS3)	-0.01072	1	1	0	-1		BL5655 (ANKS3)
NURSA Protein Complexes	nursa	BL700 (DIDO1)	-0.02144	0.63075	1	0	-1		BL700 (DIDO1)
NURSA Protein Complexes	nursa	BL2031 (RFWD2)	-0.040132	0.2465	1	0	-1		BL2031 (RFWD2)
NURSA Protein Complexes	nursa	BL2498 (DOT1L)	-0.069544	0.091469	1	0	-1		BL2498 (DOT1L)
NURSA Protein Complexes	nursa	BL2777 (NF2)	-0.030786	0.5919	1	0	-1		BL2777 (NF2)
NURSA Protein Complexes	nursa	BL57 (HELLS)	-0.069544	0.091469	1	0	-1		BL57 (HELLS)
NURSA Protein Complexes	nursa	BL7502 (VPRBP)	-0.030786	0.59353	1	0	-1		BL7502 (VPRBP)
NURSA Protein Complexes	nursa	BL7002 (ZMYM4)	-0.01072	1	1	0	-1		BL7002 (ZMYM4)
NURSA Protein Complexes	nursa	a-CLSPN (CLSPN)	-0.049478	0.14523	1	0	-1		a-CLSPN (CLSPN)
NURSA Protein Complexes	nursa	BL459 (TRIP4)	-0.050852	0.3577	1	0	-1		BL459 (TRIP4)
NURSA Protein Complexes	nursa	EPI-1962-1 (PRKD2)	-0.01072	1	1	0	-1		EPI-1962-1 (PRKD2)
NURSA Protein Complexes	nursa	BL7903 (C16orf53)	-0.01072	1	1	0	-1		BL7903 (C16orf53)
NURSA Protein Complexes	nursa	BL561 (COPS2)	-0.040132	0.24525	1	0	-1		BL561 (COPS2)
NURSA Protein Complexes	nursa	BL756 (CSNK2A2)	-0.030786	0.59489	1	0	-1		BL756 (CSNK2A2)
NURSA Protein Complexes	nursa	BL713 (NCOA6)	-0.040132	0.24525	1	0	-1		BL713 (NCOA6)
NURSA Protein Complexes	nursa	BL2253 (PRKRIR)	-0.01072	1	1	0	-1		BL2253 (PRKRIR)
NURSA Protein Complexes	nursa	BL844 (PRKD2)	-0.069544	0.090249	1	0	-1		BL844 (PRKD2)
NURSA Protein Complexes	nursa	CBC2142 (ESCO1)	-0.069544	0.091469	1	0	-1		CBC2142 (ESCO1)
NURSA Protein Complexes	nursa	BL2601 (MED24)	-0.01072	1	1	0	-1		BL2601 (MED24)
NURSA Protein Complexes	nursa	BL1575 (CDC2L6)	-0.069544	0.091809	1	0	-1		BL1575 (CDC2L6)
NURSA Protein Complexes	nursa	BL1742 (CDK7)	-0.040132	0.2465	1	0	-1		BL1742 (CDK7)
NURSA Protein Complexes	nursa	CBC184 (BICD2)	-0.030786	0.59325	1	0	-1		CBC184 (BICD2)
NURSA Protein Complexes	nursa	CBC194 (ERCC6L)	-0.060198	0.15217	1	0	-1		CBC194 (ERCC6L)
NURSA Protein Complexes	nursa	BL2671 (FANCB)	-0.049478	0.14528	1	0	-1		BL2671 (FANCB)
NURSA Protein Complexes	nursa	CBC561 (BAT3)	-0.030786	0.59429	1	0	-1		CBC561 (BAT3)
NURSA Protein Complexes	nursa	BL978 (PLK1)	-0.01072	1	1	0	-1		BL978 (PLK1)
NURSA Protein Complexes	nursa	a-ABIN1 (TNIP1)	-0.041506	0.39755	1	0	-1		a-ABIN1 (TNIP1)
NURSA Protein Complexes	nursa	BL677 (LEO1)	-0.040132	0.2465	1	0	-1		BL677 (LEO1)
NURSA Protein Complexes	nursa	BL237 (RAD17)	-0.060198	0.15199	1	0	-1		BL237 (RAD17)
NURSA Protein Complexes	nursa	BL4953 (TRIP11)	-0.030786	0.59353	1	0	-1		BL4953 (TRIP11)
NURSA Protein Complexes	nursa	BL587 (FEN1)	-0.040132	0.24525	1	0	-1		BL587 (FEN1)
NURSA Protein Complexes	nursa	BL8109 (RAD54L2)	-0.11902	0.02051	1	0	-1		BL8109 (RAD54L2)
NURSA Protein Complexes	nursa	BL4506 (SMARCAD1)	-0.01072	1	1	0	-1		BL4506 (SMARCAD1)
NURSA Protein Complexes	nursa	BL809 (PRKAA1)	0.037383	0.56832	1	0	1		BL809 (PRKAA1)
NURSA Protein Complexes	nursa	BL4554 (ATXN10)	-0.040132	0.24556	1	0	-1		BL4554 (ATXN10)
NURSA Protein Complexes	nursa	BL5772 (YAP1)	-0.040132	0.24525	1	0	-1		BL5772 (YAP1)
NURSA Protein Complexes	nursa	EPI-1571-1 (NEDD8)	-0.01072	1	1	0	-1		EPI-1571-1 (NEDD8)
NURSA Protein Complexes	nursa	EPI-2516-1 (VTCN1)	0.028037	0.57991	1	0	1		EPI-2516-1 (VTCN1)
NURSA Protein Complexes	nursa	BL7356 (WDR89)	-0.040132	0.2465	1	0	-1		BL7356 (WDR89)
NURSA Protein Complexes	nursa	BL6346 (ATF2)	-0.030786	0.59326	1	0	-1		BL6346 (ATF2)
NURSA Protein Complexes	nursa	BL1309 (WRN)	-0.01072	1	1	0	-1		BL1309 (WRN)
NURSA Protein Complexes	nursa	BL6548 (RAI1)	-0.01072	1	1	0	-1		BL6548 (RAI1)
NURSA Protein Complexes	nursa	BL2436 (MED1)	-0.01072	1	1	0	-1		BL2436 (MED1)
NURSA Protein Complexes	nursa	BL2780 (SUV39H1)	-0.040132	0.2465	1	0	-1		BL2780 (SUV39H1)
NURSA Protein Complexes	nursa	BL860 (CSPG4)	-0.01072	1	1	0	-1		BL860 (CSPG4)
NURSA Protein Complexes	nursa	BL596 (APTX)	-0.060198	0.1516	1	0	-1		BL596 (APTX)
NURSA Protein Complexes	nursa	BL1038 (RCOR1)	-0.069544	0.090099	1	0	-1		BL1038 (RCOR1)
NURSA Protein Complexes	nursa	CBC622 (ZNF687)	-0.08961	0.058179	1	0	-1		CBC622 (ZNF687)
NURSA Protein Complexes	nursa	BL1582 (E4F1)	-0.050852	0.35793	1	0	-1		BL1582 (E4F1)
NURSA Protein Complexes	nursa	BL3622 (DTX3L)	-0.069544	0.091469	1	0	-1		BL3622 (DTX3L)
NURSA Protein Complexes	nursa	JQ006 (MSH2)	-0.098955	0.03065	1	0	-1		JQ006 (MSH2)
NURSA Protein Complexes	nursa	BL4214 (THRAP3)	-0.08961	0.058849	1	0	-1		BL4214 (THRAP3)
NURSA Protein Complexes	nursa	BL1731 (SPEN)	-0.040132	0.2465	1	0	-1		BL1731 (SPEN)
NURSA Protein Complexes	nursa	BL2460 (DDX17)	-0.01072	1	1	0	-1		BL2460 (DDX17)
NURSA Protein Complexes	nursa	CBC621 (ZNF687)	-0.040132	0.24698	1	0	-1		CBC621 (ZNF687)
NURSA Protein Complexes	nursa	BL373 (TOPBP1)	-0.041506	0.39778	1	0	-1		BL373 (TOPBP1)
NURSA Protein Complexes	nursa	BL1706 (PHB2)	-0.040132	0.24525	1	0	-1		BL1706 (PHB2)
NURSA Protein Complexes	nursa	BL4102 (PRMT6)	-0.08961	0.057319	1	0	-1		BL4102 (PRMT6)
NURSA Protein Complexes	nursa	BL2500 (DOT1L)	-0.069544	0.090459	1	0	-1		BL2500 (DOT1L)
NURSA Protein Complexes	nursa	BL521 (EGLN1)	0.037383	0.57151	1	0	1		BL521 (EGLN1)
NURSA Protein Complexes	nursa	BL3238 (DDX28)	-0.01072	1	1	0	-1		BL3238 (DDX28)
NURSA Protein Complexes	nursa	ab70171 (BAT3)	-0.080264	0.095219	1	0	-1		ab70171 (BAT3)
NURSA Protein Complexes	nursa	BL3434 (CRTC1)	-0.030786	0.59353	1	0	-1		BL3434 (CRTC1)
NURSA Protein Complexes	nursa	BL3131 (PPP2CB)	-0.08961	0.057319	1	0	-1		BL3131 (PPP2CB)
NURSA Protein Complexes	nursa	BL6096 (MOV10)	-0.10968	0.03687	1	0	-1		BL6096 (MOV10)
NURSA Protein Complexes	nursa	BL2094 (MSH2)	-0.02144	0.6304	1	0	-1		BL2094 (MSH2)
NURSA Protein Complexes	nursa	BL5892 (MAP4K4)	-0.040132	0.24525	1	0	-1		BL5892 (MAP4K4)
NURSA Protein Complexes	nursa	PHF2-C Ab (PHF2)	-0.049478	0.14528	1	0	-1		PHF2-C Ab (PHF2)
NURSA Protein Complexes	nursa	BL4168 (DTL)	-0.050852	0.35806	1	0	-1		BL4168 (DTL)
NURSA Protein Complexes	nursa	BL2453 (ZFPM2)	-0.030786	0.59439	1	0	-1		BL2453 (ZFPM2)
NURSA Protein Complexes	nursa	BL3390 (E2F1)	-0.030786	0.59263	1	0	-1		BL3390 (E2F1)
NURSA Protein Complexes	nursa	BL2700 (STK24)	-0.02144	0.63075	1	0	-1		BL2700 (STK24)
NURSA Protein Complexes	nursa	BL5423 (ERCC3)	-0.030786	0.59353	1	0	-1		BL5423 (ERCC3)
